"PlayTime";"LoadValue";"PositionValue";"ExtendValue";"BigDeformValue";"ExtendDevice1";"ExtendDevice2";"ExtendDevice3";"ExtendDevice4";"ExtendDevice5";"ExtendDevice6"
"s";"N";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"mm";"mm"
4.8000000000;94.1212200000;0.1554300000;0.0020410220;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.8333330000;94.2434800000;0.1565386000;0.0020410220;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.8666670000;94.3453700000;0.1576471000;0.0019389710;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.9000000000;94.4472500000;0.1587556000;0.0019389710;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.9333330000;94.5287600000;0.1598641000;0.0019389710;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
4.9666670000;94.6306500000;0.1609963000;0.0017858950;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.0000000000;94.7325300000;0.1621048000;0.0017858950;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.0333330000;94.7732800000;0.1632133000;0.0018369200;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.0666670000;94.8547900000;0.1643219000;0.0017858950;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.1000000000;94.9363000000;0.1654540000;0.0017348690;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.1333330000;94.9770500000;0.1665625000;0.0016838430;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.1666670000;95.0585600000;0.1676710000;0.0016838430;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.2000000000;95.1400700000;0.1687796000;0.0016328180;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.2333330000;95.2012000000;0.1699117000;0.0016838430;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
5.2666670000;95.2215800000;0.1709966000;0.0015817920;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000
